year,sex,qimd,agegroup,deaths,agegrp,C18,C19,C20,C33,C34,C50,E11,F00_03,I20_25,I48,I60_69,J40_47,N390,pops
2009,men,4,70-74,4847,70-74,126,29,56,0,486,1,9,54,851,12,292,261,22,220758
2009,men,4,75-79,6623,75-79,146,23,61,1,521,2,22,128,1225,30,448,404,58,169350
2009,men,4,80-84,8337,80-84,185,13,73,0,522,3,28,220,1473,45,817,506,111,113227
2009,men,4,85-89,7909,85-89,122,9,45,0,317,1,32,283,1351,56,853,452,165,60581
2009,men,4,90+,4984,90+,45,7,26,1,101,0,34,231,774,57,531,223,139,22018
2009,men,5 least deprived,<1,198,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,54270
2009,men,5 least deprived,01-04,32,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,233759
2009,men,5 least deprived,05-09,17,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,300828
2009,men,5 least deprived,10-14,33,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,333843
2009,men,5 least deprived,15-19,118,15-19,0,0,0,0,0,0,0,0,0,1,1,0,0,344431
2009,men,5 least deprived,20-24,136,20-24,2,0,0,0,0,0,0,0,0,0,0,0,0,270236
2009,men,5 least deprived,25-29,123,25-29,1,0,0,0,0,0,0,0,0,0,0,0,0,248092
2009,men,5 least deprived,30-34,162,30-34,2,2,4,0,2,0,0,0,5,0,3,1,0,263650
2009,men,5 least deprived,35-39,231,35-39,2,1,0,0,3,1,0,0,18,0,3,1,0,351849
2009,men,5 least deprived,40-44,396,40-44,8,1,5,0,14,1,0,0,48,0,14,1,0,411901
2009,men,5 least deprived,45-49,573,45-49,12,6,7,0,26,0,0,0,85,1,16,1,0,408202
2009,men,5 least deprived,50-54,824,50-54,23,4,7,0,46,0,2,1,141,0,30,11,1,357940
2009,men,5 least deprived,55-59,1323,55-59,45,11,18,0,120,1,2,2,258,0,51,22,5,330618
2009,men,5 least deprived,60-64,2251,60-64,88,24,23,0,240,2,2,4,410,0,63,49,4,355001
2009,men,5 least deprived,65-69,2854,65-69,98,19,43,1,282,0,4,14,478,5,115,103,7,258252
2009,men,5 least deprived,70-74,4125,70-74,126,28,59,0,395,3,13,28,677,15,235,166,22,215179
2009,men,5 least deprived,75-79,5834,75-79,148,30,66,0,421,3,14,98,1023,26,442,285,56,168488
2009,men,5 least deprived,80-84,7398,80-84,166,26,61,1,396,2,27,185,1391,56,676,388,103,112042
2009,men,5 least deprived,85-89,7200,85-89,126,20,43,0,270,0,29,275,1255,50,770,368,150,58390
2009,men,5 least deprived,90+,4623,90+,50,6,11,0,81,0,17,218,678,50,511,189,121,21039
2009,women,1 most deprived,<1,488,<1,0,0,0,0,0,0,0,0,0,0,0,1,0,86396
2009,women,1 most deprived,01-04,70,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,320643
2009,women,1 most deprived,05-09,34,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,336655
2009,women,1 most deprived,10-14,42,10-14,0,0,0,1,0,0,0,0,0,0,1,0,0,339358
2009,women,1 most deprived,15-19,87,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,366049
2009,women,1 most deprived,20-24,126,20-24,1,1,0,0,0,0,0,0,0,0,3,0,0,451403
2009,women,1 most deprived,25-29,205,25-29,2,0,0,0,0,1,0,0,2,0,4,0,0,470949
2009,women,1 most deprived,30-34,246,30-34,3,3,1,0,2,8,0,0,3,0,6,2,0,382958
2009,women,1 most deprived,35-39,405,35-39,3,0,2,0,4,26,0,0,8,0,18,0,1,375649
2009,women,1 most deprived,40-44,658,40-44,10,1,2,0,19,58,0,0,35,0,33,4,3,370211
2009,women,1 most deprived,45-49,906,45-49,11,2,4,0,57,80,0,1,66,1,38,21,3,336595
2009,women,1 most deprived,50-54,1151,50-54,18,5,12,0,118,108,0,2,110,0,46,54,3,280777
2009,women,1 most deprived,55-59,1634,55-59,14,4,14,0,203,136,5,3,140,0,74,119,9,243408
2009,women,1 most deprived,60-64,2346,60-64,27,8,14,0,357,181,4,11,270,1,94,192,15,230819
2009,women,1 most deprived,65-69,2933,65-69,53,8,21,0,462,158,11,13,373,10,141,274,19,185312
2009,women,1 most deprived,70-74,4184,70-74,81,8,26,0,529,171,24,53,573,18,279,407,45,172920
2009,women,1 most deprived,75-79,6067,75-79,109,13,33,0,620,186,29,155,860,37,518,586,72,149851
2009,women,1 most deprived,80-84,8218,80-84,108,32,47,0,498,197,40,320,1220,80,875,701,167,119843
2009,women,1 most deprived,85-89,9348,85-89,101,12,44,0,339,196,44,597,1388,108,1160,509,217,82303
2009,women,1 most deprived,90+,8501,90+,67,4,16,1,116,127,42,747,1074,150,1043,225,230,41360
2009,women,2,<1,328,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,71036
2009,women,2,01-04,49,01-04,0,0,0,0,0,0,0,0,1,0,2,0,0,258847
2009,women,2,05-09,34,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,277425
2009,women,2,10-14,29,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,296125
2009,women,2,15-19,76,15-19,0,0,0,0,0,0,0,0,1,0,0,0,0,334540
2009,women,2,20-24,96,20-24,1,0,0,0,1,1,0,0,0,0,4,0,0,412611
2009,women,2,25-29,125,25-29,0,0,0,0,0,2,0,0,1,0,1,1,0,440871
2009,women,2,30-34,187,30-34,0,1,0,0,0,12,0,0,4,0,6,0,0,381253
2009,women,2,35-39,297,35-39,2,0,1,0,7,32,0,0,10,0,9,0,1,381105
2009,women,2,40-44,452,40-44,7,0,1,0,15,70,0,1,19,0,27,2,1,384944
2009,women,2,45-49,682,45-49,8,3,3,0,50,99,2,2,39,0,37,7,3,355875
2009,women,2,50-54,982,50-54,20,7,7,1,87,123,0,2,74,0,41,23,4,303139
2009,women,2,55-59,1325,55-59,25,9,9,0,150,150,4,5,103,0,55,57,7,275017
2009,women,2,60-64,2094,60-64,47,9,20,1,263,186,6,8,179,3,84,134,13,275204
2009,women,2,65-69,2602,65-69,61,9,19,0,330,175,8,13,273,3,130,197,25,215605
2009,women,2,70-74,4017,70-74,90,19,34,0,440,192,13,55,500,14,268,328,35,194233
2009,women,2,75-79,5946,75-79,123,21,30,1,464,212,30,178,789,41,532,468,89,170805
2009,women,2,80-84,8387,80-84,146,13,40,0,410,255,33,378,1220,70,974,534,170,139286
2009,women,2,85-89,10611,85-89,152,10,56,0,297,242,50,677,1546,120,1389,485,272,99572
2009,women,2,90+,10742,90+,90,9,35,0,115,180,53,934,1336,173,1416,268,299,51547
2009,women,3,<1,237,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,60522
2009,women,3,01-04,36,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,228398
2009,women,3,05-09,23,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,259841
2009,women,3,10-14,31,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,284304
2009,women,3,15-19,49,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,313034
2009,women,3,20-24,68,20-24,1,0,0,0,0,0,0,0,0,0,0,0,0,344076
2009,women,3,25-29,107,25-29,1,0,0,0,0,1,0,0,2,0,4,0,0,360958
2009,women,3,30-34,141,30-34,4,0,2,0,0,9,0,0,3,0,0,0,1,337159
2009,women,3,35-39,218,35-39,0,1,3,0,1,37,0,0,3,0,10,0,1,370906
2009,women,3,40-44,401,40-44,3,3,7,0,17,82,0,0,11,0,19,4,5,393488
2009,women,3,45-49,575,45-49,14,1,5,0,37,96,0,0,33,0,24,4,4,376235
2009,women,3,50-54,770,50-54,21,2,8,0,63,119,0,1,34,1,38,15,3,331839
2009,women,3,55-59,1237,55-59,43,3,16,0,126,156,2,4,64,0,51,37,11,317264
2009,women,3,60-64,1946,60-64,53,10,23,0,247,222,5,8,120,2,83,103,5,336332
2009,women,3,65-69,2491,65-69,69,12,22,0,290,206,9,18,202,5,121,165,11,259126
2009,women,3,70-74,3710,70-74,84,11,34,0,394,208,11,39,400,14,253,243,33,225889
2009,women,3,75-79,5697,75-79,125,19,42,0,379,232,26,177,756,28,558,382,92,195198
2009,women,3,80-84,8680,80-84,149,22,32,0,409,256,35,405,1219,95,1078,459,156,156075
2009,women,3,85-89,11521,85-89,182,12,49,0,273,260,54,753,1656,168,1581,435,267,113229
2009,women,3,90+,12486,90+,113,8,47,1,103,223,59,1043,1567,220,1703,250,318,60072
2009,women,4,<1,155,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,54080
2009,women,4,01-04,41,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,215532
2009,women,4,05-09,18,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,262199
2009,women,4,10-14,33,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,290298
2009,women,4,15-19,60,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,310781
2009,women,4,20-24,52,20-24,0,0,0,0,0,0,1,0,1,0,0,0,0,287128
2009,women,4,25-29,72,25-29,1,0,2,0,0,1,0,0,1,0,1,0,0,290527
2009,women,4,30-34,81,30-34,1,1,2,0,1,6,0,0,0,0,1,0,0,300534
2009,women,4,35-39,177,35-39,1,0,1,0,2,27,0,0,5,0,7,1,1,366058
2009,women,4,40-44,345,40-44,4,1,1,0,8,65,0,0,9,0,20,0,1,408653
2009,women,4,45-49,490,45-49,16,2,2,0,31,86,0,0,18,0,14,6,2,399893
2009,women,4,50-54,731,50-54,22,5,6,0,59,137,0,0,27,0,19,10,2,352208
2009,women,4,55-59,1221,55-59,49,10,15,0,128,202,1,1,63,0,42,27,4,340234
2009,women,4,60-64,1997,60-64,65,11,24,0,247,228,5,12,113,3,82,81,13,370890
2009,women,4,65-69,2296,65-69,52,12,19,0,260,191,8,13,186,3,122,116,10,282363
2009,women,4,70-74,3412,70-74,97,15,27,0,314,208,6,47,344,11,223,178,35,240910
2009,women,4,75-79,5414,75-79,127,14,36,1,366,240,14,134,676,40,551,289,78,203122
2009,women,4,80-84,8116,80-84,141,21,45,0,344,279,34,357,1101,98,1039,403,139,159246
2009,women,4,85-89,11321,85-89,190,20,59,0,271,229,49,680,1599,147,1640,410,236,112711
2009,women,4,90+,12357,90+,89,6,36,0,101,184,64,1016,1444,190,1696,225,342,59136
2009,women,5 least deprived,<1,161,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,51665
2009,women,5 least deprived,01-04,28,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,222084
2009,women,5 least deprived,05-09,17,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,285209
2009,women,5 least deprived,10-14,14,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,315729
2009,women,5 least deprived,15-19,38,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,319910
2009,women,5 least deprived,20-24,54,20-24,0,1,0,0,0,0,0,0,0,0,1,0,0,244301
2009,women,5 least deprived,25-29,60,25-29,1,0,0,0,0,2,0,0,0,0,0,0,1,239750
2009,women,5 least deprived,30-34,88,30-34,1,0,0,0,1,5,0,0,0,0,7,0,1,276511
2009,women,5 least deprived,35-39,157,35-39,1,2,4,0,1,26,0,0,4,0,6,0,0,372789
2009,women,5 least deprived,40-44,301,40-44,7,3,3,0,12,87,0,0,9,0,12,1,0,429610
2009,women,5 least deprived,45-49,508,45-49,17,5,4,0,21,123,2,0,13,0,22,4,1,421193
2009,women,5 least deprived,50-54,687,50-54,20,6,8,0,38,144,0,0,30,0,23,6,3,361822
2009,women,5 least deprived,55-59,981,55-59,36,11,10,0,86,171,1,3,41,1,26,20,1,342154
2009,women,5 least deprived,60-64,1675,60-64,47,11,24,0,182,218,3,9,98,0,66,61,8,370761
2009,women,5 least deprived,65-69,1942,65-69,66,9,20,2,200,179,3,13,143,4,90,66,16,274750
2009,women,5 least deprived,70-74,2851,70-74,93,20,32,0,249,190,6,38,262,15,199,135,30,236163
2009,women,5 least deprived,75-79,4464,75-79,138,20,24,0,302,223,14,109,530,31,438,232,61,197211
2009,women,5 least deprived,80-84,7120,80-84,138,13,41,0,297,234,33,359,945,77,866,315,143,151672
2009,women,5 least deprived,85-89,9506,85-89,145,13,56,0,217,232,39,630,1307,143,1372,326,216,103294
2009,women,5 least deprived,90+,10687,90+,109,10,43,0,82,164,54,858,1308,166,1443,213,288,53024
2010,men,1 most deprived,<1,571,<1,0,0,0,0,0,0,0,0,0,0,4,0,0,91332
2010,men,1 most deprived,01-04,88,01-04,0,0,0,0,0,0,0,0,0,0,1,0,1,343269
2010,men,1 most deprived,05-09,47,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,357052
2010,men,1 most deprived,10-14,45,10-14,0,0,0,0,0,0,0,0,0,0,1,1,0,353589
2010,men,1 most deprived,15-19,144,15-19,0,0,0,0,0,0,0,0,0,0,4,0,0,375329
2010,men,1 most deprived,20-24,286,20-24,1,0,0,0,0,0,0,0,4,0,1,1,0,424214
2010,men,1 most deprived,25-29,389,25-29,1,0,1,0,0,0,0,0,11,0,6,0,0,459930
2010,men,1 most deprived,30-34,514,30-34,3,2,0,0,1,0,0,0,17,0,16,0,0,408698
2010,men,1 most deprived,35-39,758,35-39,4,3,1,0,10,0,0,0,61,1,26,3,1,377039
2010,men,1 most deprived,40-44,1141,40-44,5,0,3,0,36,0,2,1,137,0,32,11,4,372454
2010,men,1 most deprived,45-49,1547,45-49,16,2,12,0,66,2,2,1,259,1,57,21,1,342230
2010,men,1 most deprived,50-54,1916,50-54,27,6,16,1,145,0,5,1,411,1,70,52,1,290996
2010,men,1 most deprived,55-59,2676,55-59,43,8,31,0,287,2,9,2,526,0,95,134,4,247561
2010,men,1 most deprived,60-64,3939,60-64,59,17,41,0,520,3,8,9,823,3,156,289,15,234664
2010,men,1 most deprived,65-69,4518,65-69,80,20,56,1,614,2,13,26,875,10,243,379,22,175360
2010,men,1 most deprived,70-74,5748,70-74,117,36,66,0,693,1,34,57,1136,12,348,504,39,150483
2010,men,1 most deprived,75-79,6740,75-79,120,23,65,1,729,1,33,126,1260,30,489,580,73,112863
2010,men,1 most deprived,80-84,7198,80-84,123,19,63,0,564,1,43,208,1298,43,589,650,110,75922
2010,men,1 most deprived,85-89,5855,85-89,87,12,35,0,311,1,29,257,1012,50,564,465,100,39242
2010,men,1 most deprived,90+,3342,90+,26,3,21,0,89,0,15,218,477,40,327,193,76,14671
2010,men,2,<1,412,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,76428
2010,men,2,01-04,61,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,280683
2010,men,2,05-09,28,05-09,0,0,0,0,0,0,0,0,0,0,2,0,0,295130
2010,men,2,10-14,19,10-14,0,0,0,0,0,0,0,0,1,0,0,0,0,306373
2010,men,2,15-19,120,15-19,0,0,0,0,0,0,0,0,0,0,0,0,1,341633
2010,men,2,20-24,254,20-24,0,0,0,0,1,0,0,0,1,0,3,0,0,404481
2010,men,2,25-29,281,25-29,1,1,0,0,0,1,0,0,13,0,2,0,0,438536
2010,men,2,30-34,351,30-34,1,1,0,0,3,0,0,0,10,0,11,0,0,406211
2010,men,2,35-39,535,35-39,3,1,4,0,11,0,0,0,42,0,12,1,0,382048
2010,men,2,40-44,778,40-44,8,2,3,0,16,0,0,1,75,0,26,6,2,384559
2010,men,2,45-49,1128,45-49,14,5,7,0,44,0,2,2,181,1,34,14,2,363938
2010,men,2,50-54,1469,50-54,25,10,17,0,100,0,1,1,302,1,65,27,4,309395
2010,men,2,55-59,2106,55-59,40,11,17,2,218,0,2,3,418,3,93,84,5,270024
2010,men,2,60-64,3272,60-64,71,26,54,0,395,0,5,5,649,2,113,151,14,271050
2010,men,2,65-69,3828,65-69,77,26,55,3,524,1,6,17,753,8,169,238,18,205720
2010,men,2,70-74,5226,70-74,114,30,52,0,592,0,11,46,947,15,312,397,34,170122
2010,men,2,75-79,6560,75-79,136,19,53,0,583,1,24,131,1276,18,463,496,74,131870
2010,men,2,80-84,7510,80-84,125,21,67,0,514,1,35,197,1355,44,635,587,123,90603
2010,men,2,85-89,7002,85-89,113,12,45,1,307,1,32,283,1243,47,665,508,128,49076
2010,men,2,90+,4253,90+,44,11,12,0,103,1,21,234,631,53,412,217,127,18844
2010,men,3,<1,268,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,64593
2010,men,3,01-04,44,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,245151
2010,men,3,05-09,30,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,273846
2010,men,3,10-14,37,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,296764
2010,men,3,15-19,120,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,323113
2010,men,3,20-24,195,20-24,1,0,0,0,0,0,0,0,2,0,0,0,1,355521
2010,men,3,25-29,209,25-29,2,0,1,0,2,0,0,0,5,0,0,0,0,363932
2010,men,3,30-34,240,30-34,2,1,3,0,0,0,0,0,5,0,5,1,0,349252
2010,men,3,35-39,377,35-39,3,1,1,0,7,0,0,0,22,0,12,2,0,361683
2010,men,3,40-44,597,40-44,3,0,1,0,18,0,0,1,75,0,24,4,0,386402
2010,men,3,45-49,878,45-49,14,3,8,0,29,1,0,2,132,0,27,5,1,380693
2010,men,3,50-54,1204,50-54,23,6,13,0,89,0,1,1,206,0,42,22,1,333636
2010,men,3,55-59,1798,55-59,46,9,29,0,174,0,1,1,340,2,71,54,3,304077
2010,men,3,60-64,2997,60-64,69,14,39,0,348,0,9,4,550,3,105,136,9,326129
2010,men,3,65-69,3703,65-69,93,30,49,0,437,0,10,17,656,9,181,183,12,253850
2010,men,3,70-74,5080,70-74,138,21,78,2,532,0,12,45,908,15,286,312,28,205785
2010,men,3,75-79,6754,75-79,132,37,70,1,606,3,31,110,1228,22,486,416,64,159644
2010,men,3,80-84,8137,80-84,138,25,77,0,469,1,38,258,1451,46,741,527,133,109347
2010,men,3,85-89,7999,85-89,115,8,58,0,326,5,42,360,1331,52,877,475,144,58819
2010,men,3,90+,5482,90+,62,6,30,0,119,2,30,302,881,60,602,236,150,22942
2010,men,4,<1,213,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,57093
2010,men,4,01-04,44,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,230038
2010,men,4,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,274547
2010,men,4,10-14,38,10-14,0,0,0,0,0,0,0,0,0,0,2,0,0,304344
2010,men,4,15-19,86,15-19,1,0,0,0,0,0,0,0,1,0,2,0,0,325733
2010,men,4,20-24,139,20-24,0,0,0,0,1,0,0,0,1,0,2,0,0,304964
2010,men,4,25-29,140,25-29,0,0,2,0,0,0,0,0,1,0,1,0,0,294050
2010,men,4,30-34,213,30-34,2,0,1,0,2,0,0,0,4,0,3,0,0,296182
2010,men,4,35-39,257,35-39,3,0,2,0,2,0,0,0,13,0,8,0,0,344219
2010,men,4,40-44,502,40-44,7,3,1,1,15,0,1,0,66,0,15,1,1,390801
2010,men,4,45-49,676,45-49,16,3,7,0,36,0,0,1,107,0,21,4,4,398669
2010,men,4,50-54,1011,50-54,27,3,19,1,74,0,2,0,170,0,42,12,6,353723
2010,men,4,55-59,1474,55-59,35,7,37,0,128,1,3,2,259,1,50,20,3,324402
2010,men,4,60-64,2713,60-64,79,19,54,0,289,1,1,7,512,2,101,80,2,358859
2010,men,4,65-69,3534,65-69,92,26,49,0,390,2,7,16,605,7,152,161,11,278030
2010,men,4,70-74,4818,70-74,141,34,64,2,481,2,9,50,841,23,285,227,31,224720
2010,men,4,75-79,6542,75-79,187,39,71,2,515,1,27,99,1093,30,456,362,69,173002
2010,men,4,80-84,8268,80-84,166,25,68,0,458,0,30,228,1506,41,717,484,114,116862
2010,men,4,85-89,7976,85-89,118,13,52,0,266,2,38,325,1394,60,859,458,146,62590
2010,men,4,90+,5528,90+,38,6,27,0,101,1,30,271,818,65,628,224,138,24132
2010,men,5 least deprived,<1,160,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,54745
2010,men,5 least deprived,01-04,28,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,235734
2010,men,5 least deprived,05-09,15,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,299852
2010,men,5 least deprived,10-14,24,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,332061
2010,men,5 least deprived,15-19,80,15-19,0,0,0,0,0,0,0,0,0,0,3,0,1,343399
2010,men,5 least deprived,20-24,129,20-24,0,0,0,0,1,0,1,0,2,0,1,0,0,274354
2010,men,5 least deprived,25-29,117,25-29,2,0,0,0,1,0,0,0,2,0,0,0,0,246334
2010,men,5 least deprived,30-34,140,30-34,2,0,1,0,0,0,0,0,3,0,1,0,0,261396
2010,men,5 least deprived,35-39,243,35-39,2,0,1,0,2,0,0,0,12,1,12,1,0,340623
2010,men,5 least deprived,40-44,414,40-44,4,0,3,0,13,0,0,0,41,0,11,1,1,402462
2010,men,5 least deprived,45-49,545,45-49,15,3,10,0,21,0,0,0,83,0,21,1,0,415821
2010,men,5 least deprived,50-54,848,50-54,20,5,14,0,54,1,1,2,160,0,28,5,1,366059
2010,men,5 least deprived,55-59,1286,55-59,45,6,33,0,111,0,1,2,230,0,43,15,4,327965
2010,men,5 least deprived,60-64,2331,60-64,76,23,37,0,214,2,2,7,383,5,71,52,8,356891
2010,men,5 least deprived,65-69,2990,65-69,95,20,51,0,304,1,8,19,532,2,135,97,9,272226
2010,men,5 least deprived,70-74,4143,70-74,133,21,65,0,398,2,10,43,677,20,230,178,16,218295
2010,men,5 least deprived,75-79,5927,75-79,159,29,62,1,441,1,20,103,980,34,392,295,66,172174
2010,men,5 least deprived,80-84,7550,80-84,164,30,63,0,388,1,31,237,1301,52,664,406,106,117152
2010,men,5 least deprived,85-89,7357,85-89,111,23,46,0,297,3,26,313,1262,60,773,392,126,61020
2010,men,5 least deprived,90+,5043,90+,42,5,24,1,99,3,12,250,818,34,544,210,144,22920
2010,women,1 most deprived,<1,492,<1,0,0,0,0,0,0,0,0,0,0,3,0,0,86914
2010,women,1 most deprived,01-04,74,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,328411
2010,women,1 most deprived,05-09,38,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,342849
2010,women,1 most deprived,10-14,42,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,338517
2010,women,1 most deprived,15-19,79,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,364379
2010,women,1 most deprived,20-24,121,20-24,1,0,0,0,0,0,0,0,0,0,6,0,0,452035
2010,women,1 most deprived,25-29,164,25-29,0,1,0,0,0,1,0,0,2,0,5,0,0,480415
2010,women,1 most deprived,30-34,258,30-34,2,0,1,0,3,11,0,0,5,0,7,2,0,399629
2010,women,1 most deprived,35-39,373,35-39,3,0,1,0,6,17,0,0,16,0,12,1,3,370232
2010,women,1 most deprived,40-44,639,40-44,5,1,0,0,23,69,1,0,36,0,21,9,0,370634
2010,women,1 most deprived,45-49,909,45-49,12,5,7,0,61,86,1,1,73,0,50,22,0,345783
2010,women,1 most deprived,50-54,1232,50-54,24,7,9,0,119,106,2,2,115,1,54,58,9,289900
2010,women,1 most deprived,55-59,1634,55-59,30,11,12,1,246,113,3,0,149,1,64,102,8,244656
2010,women,1 most deprived,60-64,2386,60-64,30,14,11,0,357,159,6,12,252,4,94,226,15,235365
2010,women,1 most deprived,65-69,2768,65-69,53,8,23,0,400,137,11,17,344,2,144,268,12,185291
2010,women,1 most deprived,70-74,4251,70-74,72,13,18,0,539,143,15,58,577,16,285,459,45,171468
2010,women,1 most deprived,75-79,5940,75-79,99,23,31,0,577,223,29,173,804,31,501,599,89,147190
2010,women,1 most deprived,80-84,7871,80-84,133,21,33,0,492,197,55,397,1080,68,780,641,182,118659
2010,women,1 most deprived,85-89,9021,85-89,125,18,26,0,299,186,51,655,1227,104,1070,524,234,80819
2010,women,1 most deprived,90+,8962,90+,71,5,18,0,109,163,55,872,1083,130,1096,277,260,43397
2010,women,2,<1,315,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,72963
2010,women,2,01-04,48,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,267683
2010,women,2,05-09,31,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,281347
2010,women,2,10-14,29,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,294075
2010,women,2,15-19,70,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,331439
2010,women,2,20-24,75,20-24,0,0,0,0,0,0,0,0,1,0,1,0,0,417417
2010,women,2,25-29,124,25-29,2,0,1,0,0,2,1,0,1,0,0,1,0,446581
2010,women,2,30-34,148,30-34,2,0,0,0,1,6,0,0,7,0,7,1,0,394013
2010,women,2,35-39,299,35-39,4,1,3,0,6,25,0,0,3,0,10,1,0,376235
2010,women,2,40-44,468,40-44,6,1,1,0,17,53,0,0,23,0,8,2,2,382482
2010,women,2,45-49,684,45-49,12,3,7,0,50,80,1,1,33,1,25,12,1,365026
2010,women,2,50-54,989,50-54,15,8,8,0,111,112,0,0,69,0,45,24,7,312268
2010,women,2,55-59,1329,55-59,33,7,9,0,163,136,1,5,112,3,64,60,4,274578
2010,women,2,60-64,2098,60-64,43,8,24,0,293,188,6,8,152,6,71,143,13,280186
2010,women,2,65-69,2560,65-69,65,16,20,0,330,156,7,26,256,2,127,201,11,220089
2010,women,2,70-74,3842,70-74,77,13,18,1,440,180,14,50,448,13,281,347,39,194325
2010,women,2,75-79,5585,75-79,125,21,39,0,440,211,30,184,711,38,520,431,102,169315
2010,women,2,80-84,8342,80-84,152,19,41,0,463,203,50,404,1129,88,934,560,169,138900
2010,women,2,85-89,10371,85-89,153,17,48,1,287,218,46,738,1379,154,1336,507,264,98374
2010,women,2,90+,11360,90+,112,12,34,0,121,185,56,1004,1375,202,1409,296,324,54814
2010,women,3,<1,223,<1,0,0,0,0,0,0,0,0,0,0,1,1,0,61815
2010,women,3,01-04,41,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,234364
2010,women,3,05-09,20,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,262012
2010,women,3,10-14,26,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,282497
2010,women,3,15-19,60,15-19,0,0,0,0,0,0,0,0,0,0,1,0,1,309044
2010,women,3,20-24,76,20-24,0,0,1,0,0,1,0,0,0,0,0,0,0,346568
2010,women,3,25-29,97,25-29,0,0,1,0,0,0,0,0,1,0,3,0,0,363435
2010,women,3,30-34,132,30-34,2,0,0,0,1,10,1,0,3,0,2,0,0,344865
2010,women,3,35-39,231,35-39,5,0,1,0,3,31,0,0,6,0,7,0,0,362502
2010,women,3,40-44,410,40-44,10,2,2,0,14,70,0,0,19,0,13,6,0,389699
2010,women,3,45-49,582,45-49,17,4,4,0,34,82,0,1,23,1,29,4,1,384631
2010,women,3,50-54,849,50-54,15,5,3,0,69,104,1,0,57,0,43,16,3,339760
2010,women,3,55-59,1194,55-59,29,5,10,0,133,144,1,8,70,1,52,33,6,315097
2010,women,3,60-64,2108,60-64,48,12,16,0,253,236,1,17,158,2,78,108,10,340469
2010,women,3,65-69,2566,65-69,80,11,24,0,292,177,9,12,240,3,154,160,20,268235
2010,women,3,70-74,3574,70-74,109,13,25,0,357,216,15,44,378,17,240,223,28,228483
2010,women,3,75-79,5656,75-79,135,15,32,0,384,237,34,177,684,36,503,426,93,195323
2010,women,3,80-84,8633,80-84,181,17,44,0,404,256,53,435,1156,92,975,487,176,157629
2010,women,3,85-89,11386,85-89,160,20,45,0,314,237,46,842,1568,163,1553,458,289,111995
2010,women,3,90+,13528,90+,96,12,25,0,134,217,63,1296,1512,242,1810,282,363,64015
2010,women,4,<1,176,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,54579
